DOB;AGE;GNDR;ADMIT;NATION;NATN_TYPE;CITIZENSHIP;RESIDENCY;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;CERT_DATE;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY
1-Jul-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Melaiha;Community;Information Technology;Secondary School -Literature;7-Jul-10;Diploma;Al-Hilaleyaat Sec.Sch. G.;Sharjah
27-Sep-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Information Technology;Secondary School -Literature;7-Jul-10;Diploma;Al Qal'ah Girls Sch.for Basic;Sharjah
22-Dec-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Information Technology;Secondary School -Scientific;16-Jun-07;Diploma;Al Reffa'a Secondary G.;SHARJAH
1-May-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Al Nouf Girls' School;Sharjah
17-May-89;22;F;Fall 2010-2011;Saudi Arabia;GCC;GCC;UAE-Umm Al-Quwain;Community;Information Technology;Secondary School -Literature;14-Jun-07;Diploma;Shamsa Bint Majid Secondary;UMM AL QUWAIN
15-Feb-91;21;F;Fall 2010-2011;Oman;GCC;GCC;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Scientific;16-Jul-09;Diploma;Sokaina Bint Al Hussain Sec.;OMAN
3-Jul-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Scientific;8-Jun-09;Diploma;Umm Omarah Secondary G.;KOR FAKAN
2-Jan-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
15-Sep-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Debba Al Fujeirah G.;AL FUJAIRAH
20-Nov-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Al Fujairah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Scientific;5-Jul-07;Diploma;Fatima Al Zahra' Secondary G.;SHARJAH
18-Mar-89;23;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;14-Jun-07;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
2-Jul-88;23;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;14-Jun-07;Diploma;Lobabeh Bin Al Hareth Sec;AL FUJAIRAH
4-Aug-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
27-Jan-88;24;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
23-Apr-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
19-Sep-86;25;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Scientific;17-Jun-09;Diploma;Sacret Heart Private School;
1-Aug-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
27-Aug-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
27-Sep-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
28-Dec-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
25-Aug-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
28-Aug-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
24-Sep-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
2-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
27-May-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
9-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
21-Jan-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
10-Dec-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
24-Jun-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Umm Omarah Secondary G.;KOR FAKAN
16-Sep-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
25-Nov-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;14-Jun-07;Diploma;Umm Omarah Secondary G.;KOR FAKAN
3-May-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
29-Nov-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
27-Nov-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;7-Jul-10;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
11-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
22-Feb-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Information Technology;Secondary School -Literature;7-Jul-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
11-Jul-91;20;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Scientific;8-Jun-09;Diploma;Al-Bayan Private School;Sharjah
5-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
20-May-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;14-Jun-07;Diploma;Umm Omarah Secondary G.;KOR FAKAN
26-May-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
20-Sep-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Masafi Secondary B;MASSAFI
5-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
12-Feb-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
12-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Umm Al Mo'meneen Secondary;AL FUJAIRAH
21-Dec-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;14-Jun-07;Diploma;Nora Bint Sultan Secondary G;RAS AL-KHAIMAH
24-Sep-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Aisha Bint Othman Secondary;JA'LLAN
17-Mar-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;3-Jun-08;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
14-Dec-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
11-Jun-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
15-Jul-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Al Fujairah;UAE-Deba Al-Fujairah;Community;Information Technology;Secondary School -Scientific;3-Jun-08;Diploma;Debba Al Fujeirah G.;AL FUJAIRAH
5-Feb-91;21;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;21-Jun-10;Diploma;Al-Bayan Private School;Sharjah
20-Apr-91;21;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Al Khalil Bin Ahmed Secondary;SHARJAH
10-Jul-91;20;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Al Mahmoud Secondary;KALBA
24-Mar-89;23;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Information Technology;Secondary School -Scientific;14-Jul-07;Diploma;Al Raheeb Basic  G;AL FUJAIRAH
23-Dec-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;8-Jun-09;Diploma;Al Shifa Secondary G;SHARJAH
23-Oct-88;23;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;14-Jun-07;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
26-Mar-82;30;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Information Technology;Secondary School -Literature;26-Jun-08;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
27-Dec-88;23;F;Fall 2010-2011;UAE;UAE;UAE-Dubai;UAE-Dubai;Community;Information Technology;Secondary School -Literature;1-Jun-07;Diploma;Al Waha Al Moshtaraka;DUBAI
21-Aug-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Library & Information Systems;Secondary School -Literature;14-Jun-07;Diploma;Al Heerah Secondary G;SHARJAH
1-May-81;31;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Library & Information Systems;Secondary School -Literature;21-Jun-10;Diploma;Al Reffa'a Secondary G.;SHARJAH
3-Jan-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Ajman;Community;Library & Information Systems;Secondary School -Literature;7-Jul-10;Diploma;Asma' Bint Omais Secondary;AJMAN
26-Apr-75;37;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Library & Information Systems;Secondary School -Literature;21-Jun-10;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
10-Sep-90;21;F;Fall 2010-2011;Oman;GCC;GCC;UAE-Kalba;Community;Library & Information Systems;Secondary School -Scientific;16-Jul-08;Diploma;Sokaina Bint Al Hussain Sec.;OMAN
5-Dec-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Library & Information Systems;Secondary School -Literature;14-Jun-07;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
9-Mar-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Library & Information Systems;Secondary School -Literature;3-Jun-08;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
25-Jan-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Library & Information Systems;Secondary School -Literature;8-Jun-09;Diploma;Al-Bayan Private School;Sharjah
1-Jun-68;43;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Library & Information Systems;Secondary School -Literature;7-Jul-10;Diploma;Jumana Bint AbyThalib Adult C.;Sharjah
1-Sep-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Pharmacy;Secondary School -Scientific;14-Jun-07;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
5-Jun-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Pharmacy;Secondary School -Scientific;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
10-Feb-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Pharmacy;Secondary School -Scientific;3-Jun-08;Diploma;Umm Omarah Secondary G.;KOR FAKAN
12-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Pharmacy;Secondary School -Scientific;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
3-Mar-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Community;Secretariat & Office Mgt;Secondary School -Literature;1-Jun-07;Diploma;Waset Secondary G;SHARJAH
12-May-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Community;Secretariat & Office Mgt;Secondary School -Literature;3-Jun-08;Diploma;Al-Hilaleyaat Sec.Sch. G.;Sharjah
19-Jun-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Secretariat & Office Mgt;Secondary School -Literature;8-Jun-09;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
27-May-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Literature;3-Jun-08;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
20-Feb-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
19-Apr-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;3-Jun-08;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
14-Jun-87;24;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Literature;21-Jun-10;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
12-Mar-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;-;Community;Secretariat & Office Mgt;Secondary School -Scientific;2-Jul-09;Diploma;Umm Omarah Secondary G.;KOR FAKAN
17-Apr-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Scientific;21-Jun-10;Diploma;Umm Omarah Secondary G.;KOR FAKAN
29-Sep-86;25;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Literature;5-Jul-07;Diploma;Bahithat Al Badyeh Secondary G;SHARJAH
20-Apr-93;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;21-Jun-10;Diploma;Al Shifa Bint Abdulla Ctr;KALBA
19-Apr-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;21-Jun-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
27-May-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Community;Secretariat & Office Mgt;Secondary School -Literature;26-Jun-08;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN
23-Mar-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;7-Jul-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
14-Jun-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Literature;8-Jun-09;Diploma;Umm Omarah Secondary G.;KOR FAKAN
22-Feb-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;7-Jul-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
13-Apr-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;7-Jul-10;Diploma;Jameela Bou Hurraid Sec G;SHARJAH
2-Nov-88;23;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Literature;3-Jun-08;Diploma;Umm Omarah Secondary G.;KOR FAKAN
3-Dec-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Literature;26-Jun-08;Diploma;Umm Omarah Secondary G.;KOR FAKAN
20-Jun-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Community;Secretariat & Office Mgt;Secondary School -Literature;7-Jul-10;Diploma;Umm Omarah Secondary G.;KOR FAKAN
10-Mar-88;24;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Community;Secretariat & Office Mgt;Secondary School -Literature;2-Jul-09;Diploma;Manazel Sharjah;SHARJAH
5-Jan-93;19;M;Fall 2010-2011;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Al Rashed Al Salleh Pvt Sec;DUBAI
4-May-93;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Fujairah;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Al Fujairah Pvt Academy;AL FUJAIRAH
25-Jul-91;20;F;Fall 2010-2011;Iraq;OTHER ARAB;Non Citizen;UAE-Al Ain;Dentistry;Dental Surgery;Secondary School -Scientific;8-Jun-09;Foundation Year;International Pvt School G;AL AIN
17-Oct-92;19;M;Fall 2010-2011;Egypt;OTHER ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Al Ma'arifa Int. Private Sch.;Sharjah
1-Nov-92;19;F;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;1-Jul-10;Foundation Year;Al Sho'ala Private Sch.;SHARJAH
17-Sep-93;18;M;Fall 2010-2011;UAE;UAE;UAE-Dubai;UAE-Dubai;Dentistry;Dental Surgery;High School -Scientific;28-Jun-10;Foundation Year;Al Etehad Pvt Secondary;DUBAI
31-Mar-93;19;F;Fall 2010-2011;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Dentistry;Dental Surgery;High School -Scientific;21-Jun-10;Foundation Year;Undeclared;
26-Apr-92;20;M;Fall 2010-2011;Iran;NON ARAB;Non Citizen;UAE-Dubai;Dentistry;Dental Surgery;High School -Scientific;13-Jun-10;Foundation Year;Al Mawakeb Pvt School;DUBAI
27-Sep-92;19;F;Fall 2010-2011;Qatar;GCC;GCC;UAE-Sharjah;Dentistry;Dental Surgery;High School -Scientific;1-Jul-10;Foundation Year;Sharjah American Intl School;SHARJAH
22-Dec-92;19;F;Fall 2010-2011;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;21-Mar-10;Foundation Year;Al Ma'refa Private School;SHARJAH
26-Mar-93;19;F;Fall 2010-2011;Venezuela;NON ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Al Ahlia Pvt Secondary;SHARJAH
9-Oct-92;19;F;Fall 2010-2011;Canada;NON ARAB;Non Citizen;Saudi Arabia-Al Khobar;Dentistry;Dental Surgery;IG -Scientific;15-Aug-10;Foundation Year;Undeclared;
2-Mar-93;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Al Ain;Dentistry;Dental Surgery;High School -Scientific;1-Jul-10;Foundation Year;Al Dhafra  Pvt Secondary;ABU DHABI
5-Jan-93;19;F;Fall 2010-2011;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;1-Jul-10;Foundation Year;Al Wahda Private School;Sharjah
7-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Um Alquwain;UAE-Dubai;Dentistry;Dental Surgery;High School -Scientific;1-Jun-10;Foundation Year;Dubai International Secondary;DUBAI
20-Jun-92;19;F;Fall 2010-2011;Iraq;OTHER ARAB;Non Citizen;UAE-Dubai;Dentistry;Dental Surgery;High School -Scientific;29-Jun-10;Foundation Year;Dubai International Secondary;DUBAI
27-Jun-92;19;M;Fall 2010-2011;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;IG -Scientific;1-Jul-10;Foundation Year;Sharjah Public School;SHARJAH
4-Sep-93;18;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Al-Nouf Secondary G;SHARJAH
19-Mar-93;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Dentistry;Dental Surgery;High School -Scientific;21-Jun-10;Foundation Year;Al Wahda Private School;Sharjah
8-Aug-91;20;F;Fall 2010-2011;Canada;NON ARAB;Non Citizen;UAE-Sharjah;Dentistry;Dental Surgery;High School -Scientific;29-Jun-10;Foundation Year;Sharjah American Intl School;SHARJAH
17-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Al-Bayan Private School;Sharjah
29-Sep-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Dubai;UAE-Dubai;Dentistry;Dental Surgery;High School -Scientific;21-Jun-10;Foundation Year;Dubai International Secondary;DUBAI
4-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Shifa'a Bint Abdullah Sec;SHARJAH
1-Dec-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Salma Bint Qais Secondary G;DABA AL HESSEN
15-Jun-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Abu Dhabi;UAE-Al-Dhaid;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;AL Mawahib Private School;
20-Sep-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Abu Dhabi;UAE-Abu Dhabi;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;AL Mawahib Private School;
11-Jan-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Abu Dhabi;UAE-Abu Dhabi;Dentistry;Dental Surgery;Secondary School -Scientific;8-Jun-09;Foundation Year;Al Butain Scientific Pvt Sch;ABU DHABI
22-Sep-93;18;F;Fall 2010-2011;Egypt;OTHER ARAB;Non Citizen;UAE-Al Ain;Dentistry;Dental Surgery;High School -Scientific;23-Jun-10;Foundation Year;Undeclared;
4-Apr-93;19;F;Fall 2010-2011;Saudi Arabia;GCC;GCC;Saudi Arabia-Dammam;Dentistry;Dental Surgery;Secondary School -Scientific;1-Jun-10;Foundation Year;Undeclared;
4-Feb-93;19;F;Fall 2010-2011;Iran;NON ARAB;Non Citizen;UAE-Dubai;Dentistry;Dental Surgery;High School -Scientific;23-Jun-10;Foundation Year;Dubai National School.;DUBAI
12-Nov-92;19;F;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jul-10;Foundation Year;Al Wardeya Secondary;ABU DHABI
27-Jul-92;19;F;Fall 2010-2011;Singapore;NON ARAB;Non Citizen;United Kingdom-London;Dentistry;Dental Surgery;IB -Scientific;15-Aug-10;Foundation Year;Undeclared;
8-Jun-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Abu Dhabi;UAE-Abu Dhabi;Dentistry;Dental Surgery;Secondary School -Scientific;21-Jun-10;Foundation Year;Umaamah Bint Al Haarith Sec G;ABU DHABI
